player_id,match_id,region,device,ping,score,kills,deaths,match_duration_seconds
P07888,M00037,SEA,PC,29,7494,28,2,456
P06831,M00037,Europe,Console,70,2195,7,14,327
P05422,M00037,SEA,iOS,34,3448,12,4,420
P01069,M00037,Europe,Android,53,4312,17,4,483
P01348,M00038,NA,PC,41,4151,6,9,366
P04748,M00038,India,PC,37,6686,18,3,509
P06006,M00038,Europe,PC,16,4606,10,3,374
P06040,M00038,SEA,iOS,96,4949,15,6,362
P03818,M00039,SEA,PC,33,1804,8,10,325
P08447,M00039,NA,Android,57,4208,13,2,416
P05270,M00039,Europe,PC,56,4914,11,2,487
P06898,M00039,NA,PC,38,2927,8,11,429
P05310,M00040,SEA,Android,79,1667,5,9,428
P00032,M00040,India,Android,36,1247,1,8,431
P05675,M00040,India,Android,103,5505,19,8,379
P04387,M00040,Europe,iOS,75,3773,12,7,354
P00030,M00041,SEA,Android,77,561,1,8,531
P04203,M00041,India,Android,52,8109,27,6,360
P07508,M00041,India,PC,97,8372,15,2,473
P00736,M00041,NA,Android,68,1313,6,5,431
P02068,M00042,India,Android,90,3881,14,11,343
P00107,M00042,NA,Console,33,2663,6,5,329
P09645,M00042,LatAm,Android,87,5134,19,5,493
P08895,M00042,India,Android,67,2285,11,3,506
P08021,M00043,NA,PC,51,1570,4,14,451
P02233,M00043,India,Console,107,4650,10,5,447
P00994,M00043,SEA,Android,77,4591,19,3,364
P09413,M00043,Europe,Android,23,3090,13,9,469
P07059,M00044,India,PC,112,2006,4,8,511
P06790,M00044,SEA,iOS,101,8299,20,4,378
P00361,M00044,India,PC,92,4131,12,12,338
P00305,M00044,India,iOS,32,4384,13,7,345
P02628,M00045,SEA,iOS,90,3364,16,10,453
P08966,M00045,India,iOS,32,1140,5,11,463
P04514,M00045,India,iOS,80,2039,8,12,360
P05911,M00045,Europe,iOS,64,1348,7,8,393
P08314,M00046,India,PC,72,1700,7,6,306
P03101,M00046,LatAm,PC,129,5550,11,5,447
P05704,M00046,India,PC,84,4452,10,12,401
P03899,M00046,SEA,Android,84,1654,7,9,498
P05441,M00047,NA,iOS,13,3477,11,6,448
P07931,M00047,Europe,Console,45,6359,25,1,333
P00622,M00047,Middle_East,PC,148,1320,5,12,355
P07236,M00047,Europe,PC,73,3747,13,6,340
P02499,M00048,India,PC,74,4211,14,4,473
P00714,M00048,India,Android,64,1826,6,5,516
P08404,M00048,Middle_East,Android,138,5434,18,9,453
P02856,M00048,India,iOS,44,5393,19,8,381
P04270,M00049,India,Android,90,7994,32,1,412
P02909,M00049,Europe,iOS,12,2949,11,11,463
P08081,M00049,Europe,PC,34,5452,17,8,473
P04517,M00049,LatAm,Console,139,582,1,13,355
P01262,M00050,SEA,PC,32,3212,9,4,334
P03161,M00050,NA,Console,18,7726,15,1,451
P00971,M00050,SEA,PC,44,4787,11,12,310
P03913,M00050,SEA,iOS,94,4680,18,8,451
P05199,M00051,India,Android,108,8040,29,6,377
P08847,M00051,SEA,iOS,46,6200,16,9,498
P00260,M00051,India,PC,82,1177,2,5,542
P03791,M00051,SEA,iOS,59,3159,5,5,408
P09203,M00052,SEA,Console,52,3139,7,11,401
P00488,M00052,LatAm,Console,81,872,3,7,355
P07908,M00052,LatAm,iOS,122,4492,11,8,393
P00519,M00052,Europe,Android,14,2065,9,10,386
P08343,M00053,LatAm,iOS,88,4522,19,9,407
P00312,M00053,SEA,PC,53,1914,3,5,389
P03232,M00053,India,Android,40,3535,13,8,364
P07933,M00053,India,PC,117,4687,12,10,466
P07458,M00054,India,Android,85,1102,6,7,291
P09784,M00054,NA,PC,63,90683,114,0,394
P05184,M00054,SEA,Android,92,3502,7,9,406
P08077,M00054,India,Android,87,4043,18,1,352
P06502,M00055,Europe,Android,33,10782,29,6,390
P06791,M00055,NA,PC,52,3209,7,10,352
P07773,M00055,India,Android,75,4825,15,6,401
P02738,M00055,India,PC,79,5772,10,7,473
P07842,M00056,SEA,PC,102,4527,14,3,371
P06262,M00056,NA,Console,56,5469,12,10,466
P08206,M00056,SEA,Android,97,1326,6,10,281
P01248,M00056,SEA,Android,56,3382,13,5,438
P09336,M00057,SEA,iOS,108,5568,20,8,462
P04195,M00057,India,PC,109,5650,16,5,481
P08001,M00057,NA,Console,64,3431,5,10,400
P07378,M00057,Middle_East,Console,113,2419,6,10,430
P03435,M00058,India,iOS,99,3362,5,8,514
P05382,M00058,Europe,Android,39,7092,24,3,436
P00959,M00058,NA,Android,42,2772,13,5,513
P00417,M00058,LatAm,iOS,128,4181,11,11,479
P05742,M00059,Middle_East,PC,136,9076,24,6,407
P06728,M00059,India,PC,68,3281,5,4,435
P04382,M00059,LatAm,Android,127,5022,15,9,412
P05197,M00059,India,Android,31,4614,10,2,371
P01113,M00060,India,Android,108,3237,7,11,510
P02689,M00060,India,iOS,63,7681,24,6,469
P06473,M00060,India,iOS,75,1747,5,6,318
P08820,M00060,LatAm,iOS,90,2004,7,11,430
P07808,M00061,SEA,Android,59,4314,11,9,496
P03411,M00061,India,PC,89,1521,4,6,295
P00081,M00061,LatAm,iOS,135,1205,1,14,532
P04614,M00061,SEA,PC,28,3467,7,4,347
P01374,M00062,India,PC,62,5990,19,5,434
P01510,M00062,India,PC,119,5639,10,9,401
P06443,M00062,LatAm,PC,145,3455,6,7,488
P03071,M00062,LatAm,iOS,149,5350,11,3,414
P03016,M00063,SEA,Console,45,4430,12,10,445
P04823,M00063,NA,Android,36,2802,13,4,460
P07822,M00063,Middle_East,iOS,197,1258,8,8,381
P00093,M00063,Europe,Android,63,1063,5,14,397
P09421,M00064,Europe,Android,72,4097,14,3,434
P06600,M00064,India,iOS,71,1322,1,8,316
P04443,M00064,SEA,PC,93,3503,11,5,428
P07602,M00064,Europe,PC,54,1677,3,5,325
P03835,M00065,NA,PC,37,5341,13,11,369
P09702,M00065,LatAm,Android,179,57433,233,1,156
P04322,M00065,Middle_East,iOS,114,6327,25,1,356
P03394,M00065,Europe,Android,66,7221,22,2,497
P04752,M00066,Europe,iOS,45,3983,18,7,320
P07229,M00066,LatAm,Android,121,5172,18,8,433
P09191,M00066,SEA,Android,31,5665,16,4,346
P02361,M00066,SEA,PC,81,6738,17,8,377
P01148,M00067,Europe,Android,74,5459,20,6,503
P05666,M00067,India,Console,57,2989,8,6,417
P08075,M00067,India,PC,115,7973,20,7,364
P04943,M00067,SEA,PC,49,4059,9,4,467
P03663,M00068,NA,Console,52,954,3,7,371
P01563,M00068,NA,iOS,42,3845,15,5,409
P04113,M00068,NA,iOS,33,3985,11,3,372
P09050,M00068,NA,iOS,58,922,4,9,318
P09276,M00069,NA,Console,50,3453,11,10,396
P08538,M00069,Europe,PC,54,5523,18,3,328
P00795,M00069,SEA,iOS,79,4611,18,5,467
P05854,M00069,Europe,iOS,32,6398,20,8,327
P07619,M00070,Europe,Android,67,7289,18,1,360
P01594,M00070,India,Android,84,7009,18,1,457
P07418,M00070,NA,Android,61,2088,8,6,477
P05267,M00070,India,Console,85,2153,5,3,331
P07147,M00071,SEA,PC,56,4234,12,12,442
P00089,M00071,SEA,PC,107,1391,5,11,400
P08695,M00071,SEA,Android,72,4486,20,5,392
P09732,M00071,LatAm,Android,72,57686,227,1,118
P09446,M00072,India,Android,47,6434,21,4,416
P06754,M00072,SEA,Android,66,5709,23,7,333
P03502,M00072,Middle_East,Android,179,2683,10,7,435
P02234,M00072,Europe,Android,70,5335,16,3,418
P02803,M00073,India,Android,75,5444,10,5,350
P04424,M00073,Europe,Android,20,2449,8,7,439
P05663,M00073,LatAm,iOS,164,1755,2,13,306
P07170,M00073,NA,iOS,31,6520,23,6,393
P08337,M00074,NA,Console,72,8168,21,5,427
P02148,M00074,India,PC,87,1699,1,8,474
P07969,M00074,Europe,Android,58,4382,20,4,455
P06551,M00074,India,Android,37,4919,19,2,499
P07643,M00075,SEA,Android,40,1763,8,9,365
P06164,M00075,NA,Android,31,2093,9,4,367
P01495,M00075,NA,Android,41,1047,3,13,440
P07696,M00075,NA,PC,22,12775,26,6,355
P07094,M00076,LatAm,Android,93,8495,29,2,478
P01409,M00076,SEA,Console,38,961,1,13,290
P06691,M00076,Europe,PC,18,3998,13,12,507
P03401,M00076,Middle_East,iOS,129,864,1,12,505
P00109,M00077,India,iOS,68,723,2,11,301
P05636,M00077,SEA,Console,36,11982,28,1,441
P08482,M00077,SEA,Android,28,4927,17,7,377
P06604,M00077,SEA,PC,38,5709,13,7,392
P01091,M00078,LatAm,Android,84,2821,14,9,423
P05560,M00078,LatAm,iOS,111,1163,1,11,361
P09412,M00078,LatAm,iOS,156,3474,17,3,508
P08143,M00078,Europe,iOS,64,3259,9,6,344
P08664,M00079,NA,iOS,16,8647,23,1,396
P06596,M00079,India,PC,117,1608,4,12,423
P00624,M00079,LatAm,Android,71,9293,28,4,426
P06871,M00079,SEA,PC,105,10592,26,5,383
P04814,M00080,Europe,Console,55,3423,14,5,346
P06553,M00080,India,PC,89,2437,4,7,297
P07530,M00080,India,iOS,40,6412,21,5,369
P05796,M00080,India,Android,73,2300,13,7,401
P07437,M00081,Europe,Android,19,3416,9,10,392
P04218,M00081,India,Android,56,2325,7,8,343
P05941,M00081,LatAm,iOS,122,1280,2,6,492
P08501,M00081,Europe,Android,24,4731,20,5,435
P06429,M00082,NA,Android,67,2997,12,7,445
P06827,M00082,India,Android,108,4026,14,6,431
P04131,M00082,India,Android,42,7299,28,4,473
P07802,M00082,NA,Android,23,7550,22,6,465
P07754,M00083,India,Console,111,7615,15,8,421
P04722,M00083,SEA,PC,71,3583,8,11,456
P01651,M00083,NA,iOS,62,5322,19,5,375
P04141,M00083,India,Android,116,3824,14,9,439
P01618,M00084,SEA,iOS,107,3476,14,12,369
P02030,M00084,SEA,Android,31,2920,10,8,344
P08518,M00084,India,Console,35,3244,14,6,512
P04576,M00084,LatAm,Android,136,6676,24,3,380
P03993,M00085,NA,iOS,32,7169,23,2,488
P07377,M00085,Europe,Console,37,4608,16,10,428
P06150,M00085,India,Console,91,1094,4,7,404
P04909,M00085,India,Android,99,6783,18,6,372
P05027,M00086,Europe,Android,56,3022,8,6,433
P08261,M00086,SEA,iOS,59,5150,16,3,477
P04732,M00086,SEA,PC,38,7008,20,7,416
P07549,M00086,LatAm,Android,105,5324,13,9,358
P08135,M00087,NA,PC,20,9220,21,5,339
P01607,M00087,Middle_East,PC,124,3728,8,10,460
P04774,M00087,SEA,PC,45,1198,2,14,524
P08110,M00087,India,PC,38,4641,14,5,320
P06952,M00088,India,Android,45,3597,11,4,447
P06005,M00088,India,Android,98,4155,11,9,342
P07729,M00088,India,PC,73,8934,21,6,383
P03542,M00088,SEA,PC,31,1147,3,7,472
P00389,M00089,India,iOS,101,2810,13,12,326
P01795,M00089,Europe,Android,32,1116,2,13,298
P08732,M00089,India,PC,74,2627,6,8,500
P04920,M00089,SEA,Android,30,6492,23,4,331
P05538,M00090,Middle_East,Console,182,754,3,5,447
P03873,M00090,SEA,PC,45,3603,8,7,499
P08869,M00090,India,PC,68,7088,17,3,478
P02255,M00090,NA,PC,42,9028,23,2,395
P03413,M00091,SEA,Android,58,929,2,9,513
P05460,M00091,India,Console,89,3969,13,10,352
P04956,M00091,India,PC,40,4507,8,8,501
P07397,M00091,Middle_East,iOS,165,2347,8,7,497
P05415,M00092,SEA,PC,34,7153,23,6,414
P07400,M00092,NA,Android,68,2070,8,12,423
P07415,M00092,SEA,iOS,95,1161,4,12,455
P09101,M00092,SEA,iOS,35,1436,7,7,447
P04852,M00093,Europe,iOS,62,4910,15,8,345
P02026,M00093,SEA,PC,44,4710,13,3,329
P02616,M00093,NA,Console,55,7764,22,5,494
P07389,M00093,India,Console,72,2328,6,10,307
P02927,M00094,India,Android,84,3358,11,5,470
P01122,M00094,India,PC,95,1349,3,9,466
P02911,M00094,India,Android,56,3661,17,2,503
P08147,M00094,SEA,Console,46,6398,13,8,469
P07384,M00095,India,PC,51,4272,13,10,444
P03483,M00095,India,Android,77,6406,20,1,420
P00796,M00095,India,PC,108,4426,14,8,409
P01576,M00095,SEA,Android,22,1366,8,7,504
P06177,M00096,India,Console,88,3674,15,4,419
P06267,M00096,India,Android,72,6256,21,4,461
P02459,M00096,India,Android,41,4739,11,10,505
P03313,M00096,India,Console,103,2449,5,8,480
P01254,M00097,Europe,iOS,38,612,1,9,363
P06835,M00097,India,Android,119,771,4,14,526
P08795,M00097,SEA,PC,23,4845,12,9,390
P03838,M00097,Europe,iOS,42,4432,16,10,465
P04399,M00098,SEA,Android,36,7272,24,3,452
P03596,M00098,Europe,Android,62,870,1,5,385
P06622,M00098,India,Android,86,1387,7,7,414
P08383,M00098,Middle_East,iOS,101,6757,24,1,449
P02125,M00099,NA,Android,29,1550,8,14,534
P03239,M00099,India,PC,106,5185,13,10,368
P05404,M00099,SEA,Android,68,1785,7,5,318
P05999,M00099,India,Android,116,5593,18,4,449
P05939,M00100,Europe,PC,19,3424,5,5,408
P02046,M00100,Europe,Android,25,5778,15,1,371
P01579,M00100,NA,iOS,31,700,3,6,455
P00015,M00100,NA,Console,25,4476,10,9,305
P02674,M00101,SEA,Console,92,1712,2,14,375
P07017,M00101,Europe,PC,16,4765,20,4,475
P08721,M00101,LatAm,PC,145,1549,8,10,376
P08850,M00101,Middle_East,iOS,108,9875,26,4,474
P04813,M00102,Middle_East,Android,120,4441,16,9,449
P01085,M00102,Europe,iOS,36,9447,22,4,449
P04984,M00102,India,Android,37,4538,12,7,492
P07156,M00102,India,Console,68,6347,19,2,500
P02885,M00103,Middle_East,Console,128,6276,22,6,404
P00334,M00103,LatAm,PC,176,1207,4,11,524
P07205,M00103,Europe,iOS,47,1375,8,13,374
P04368,M00103,India,Android,99,5274,19,3,422
P03080,M00104,India,PC,102,5782,20,2,435
P07204,M00104,Europe,Console,53,3274,6,6,491
P09910,M00104,Middle_East,Android,191,13784,37,0,406
P08865,M00104,SEA,Android,32,5673,20,3,395
P00264,M00105,SEA,PC,90,3267,5,3,392
P04338,M00105,India,Android,112,4106,13,10,449
P08896,M00105,SEA,iOS,68,4533,13,5,390
P08448,M00105,NA,iOS,48,3956,12,6,382
P05904,M00106,Europe,PC,48,4427,9,5,444
P01499,M00106,Europe,PC,31,7185,19,3,417
P04191,M00106,Middle_East,PC,102,2911,7,3,398
P07486,M00106,Europe,Console,10,2097,5,6,455
P09644,M00107,India,PC,98,3957,10,7,464
P08311,M00107,SEA,Android,34,2410,9,4,305
P07591,M00107,NA,Android,33,1317,8,7,535
P00501,M00107,India,Console,76,3935,13,5,416
P09156,M00108,NA,PC,19,7511,29,2,350
P09415,M00108,SEA,Android,60,1304,6,14,477
P03096,M00108,SEA,Console,66,1936,7,4,454
P04632,M00108,Europe,Android,50,5483,18,6,348
P00368,M00109,India,Console,78,2279,8,12,284
P04059,M00109,Europe,Android,14,1816,5,8,449
P08175,M00109,India,Android,98,2342,6,9,458
P04631,M00109,India,Console,57,6370,14,1,448
P06071,M00110,SEA,Android,85,2441,7,9,427
P02665,M00110,NA,Android,64,5497,15,7,450
P01027,M00110,SEA,Android,84,2142,7,5,462
P05909,M00110,SEA,Android,71,2066,7,10,409
P05051,M00111,India,iOS,75,4495,15,2,458
P06329,M00111,India,Android,115,6492,18,8,394
P09734,M00111,SEA,iOS,29,39614,258,1,97
P01692,M00111,Europe,Android,75,4955,13,2,361
P00674,M00112,NA,Console,11,4526,9,6,433
P05573,M00112,India,Android,51,8965,20,6,451
P05767,M00112,Europe,PC,62,7455,26,1,455
P05157,M00112,NA,Android,53,2605,12,12,368
P00734,M00113,India,iOS,48,1591,8,5,295
P03527,M00113,Europe,PC,54,5933,13,8,368
P00569,M00113,Europe,PC,45,7820,22,1,344
P09188,M00113,SEA,iOS,38,1806,5,7,513
P02923,M00114,SEA,Console,36,3316,14,5,336
P07912,M00114,NA,iOS,29,5680,22,7,417
P01559,M00114,India,Android,92,2225,5,7,354
P00102,M00114,NA,Android,50,6137,21,8,424
P03008,M00115,Europe,Console,21,1997,7,13,364
P07202,M00115,SEA,PC,72,5053,13,10,333
P00304,M00115,Middle_East,Android,176,6807,19,4,382
P00077,M00115,SEA,Android,57,5485,24,4,380
P06755,M00116,India,Android,111,6892,19,3,383
P08630,M00116,India,iOS,45,6289,22,2,440
P01209,M00116,Europe,Console,73,8319,16,5,470
P07743,M00116,Middle_East,Android,142,2037,5,7,454
P08215,M00117,India,Android,100,5776,20,4,457
P08945,M00117,Middle_East,Android,174,1434,2,14,461
P08414,M00117,India,PC,74,7068,17,4,409
P01776,M00117,India,iOS,48,3062,12,12,512
P03474,M00118,LatAm,PC,156,3033,8,6,494
P00484,M00118,SEA,iOS,27,2596,11,6,398
P02190,M00118,Europe,Android,20,3021,7,9,449
P00347,M00118,Middle_East,Android,117,8067,26,6,465
P05482,M00119,LatAm,iOS,80,4163,12,11,379
P08362,M00119,SEA,Android,72,4519,17,5,450
P01473,M00119,Europe,Android,79,6006,25,1,404
P05101,M00119,SEA,iOS,78,4528,18,7,341
P06766,M00120,India,Android,79,3396,15,2,481
P08707,M00120,SEA,iOS,27,4364,14,2,403
P04930,M00120,SEA,Android,48,2393,14,3,453
P06330,M00120,Middle_East,Android,110,8215,23,6,408
P02610,M00121,SEA,Android,23,3875,10,6,396
P00004,M00121,NA,Console,40,5894,16,4,436
P02214,M00121,SEA,Android,55,2967,5,5,495
P04828,M00121,NA,iOS,42,5041,19,9,500
P00857,M00122,Europe,Console,63,3109,11,10,515
P06978,M00122,NA,PC,21,3683,11,6,500
P05886,M00122,India,Android,68,3685,14,6,394
P00625,M00122,India,Android,41,3263,6,6,392
P00291,M00123,India,PC,46,4870,11,4,489
P02019,M00123,SEA,Console,48,5179,12,10,347
P00669,M00123,India,Console,95,1281,7,5,321
P08922,M00123,SEA,iOS,35,4270,11,4,392
P08265,M00124,Europe,iOS,40,3109,12,5,383
P09697,M00124,India,Console,107,105808,13,1,343
P01632,M00124,NA,PC,58,7402,24,7,387
P05171,M00124,LatAm,Console,92,6445,22,2,332
P07206,M00125,India,Android,80,4249,12,3,370
P02523,M00125,LatAm,iOS,165,918,3,9,352
P02216,M00125,SEA,iOS,104,4723,11,5,328
P06969,M00125,India,PC,52,6851,20,6,340
P06497,M00126,NA,Android,24,1405,1,13,372
P06214,M00126,SEA,PC,65,5100,11,8,372
P07033,M00126,LatAm,Android,68,3156,9,4,331
P07421,M00126,India,iOS,87,8413,26,3,348
P01108,M00127,India,iOS,86,1880,7,8,479
P00451,M00127,LatAm,Android,151,2572,7,9,386
P06290,M00127,NA,Console,61,6035,18,2,343
P09967,M00127,LatAm,Console,132,22815,32,3,446
P00136,M00128,Europe,iOS,63,3058,11,5,400
P01786,M00128,India,iOS,38,9140,29,1,366
P03405,M00128,NA,iOS,24,1659,4,11,362
P02907,M00128,NA,PC,32,8196,18,4,488
P08305,M00129,Europe,Console,64,3093,11,8,480
P07493,M00129,SEA,Android,65,3331,14,11,345
P06101,M00129,India,Android,69,1322,7,8,414
P04505,M00129,Middle_East,iOS,80,1640,1,6,436
P05054,M00130,Europe,PC,68,3665,6,12,381
P05206,M00130,NA,Console,59,8639,18,5,464
P04081,M00130,India,iOS,36,3443,13,12,414
P06919,M00130,LatAm,iOS,62,1865,7,5,454
P06803,M00131,SEA,iOS,55,2691,14,8,376
P05207,M00131,India,Android,61,7183,24,3,490
P00533,M00131,Europe,iOS,62,7093,19,1,376
P04831,M00131,Europe,iOS,49,2953,6,5,406
P04039,M00132,India,Android,108,1467,7,8,448
P04085,M00132,LatAm,Android,60,2301,8,6,414
P03205,M00132,India,iOS,118,4723,14,5,391
P07111,M00132,Europe,Android,51,5532,25,6,410
P00331,M00133,SEA,Android,95,8265,31,1,409
P04958,M00133,Europe,iOS,77,7689,18,8,482
P03034,M00133,India,Console,100,9950,28,1,401
P07685,M00133,LatAm,PC,151,2192,8,8,465
P01598,M00134,SEA,PC,71,3699,10,6,414
P09920,M00134,NA,iOS,19,12789,30,1,363
P03598,M00134,India,PC,101,10062,18,5,481
P09039,M00134,India,Android,94,1988,6,13,387
P08002,M00135,SEA,PC,88,11608,28,5,451
P00591,M00135,SEA,Android,74,6550,24,5,374
P00648,M00135,NA,Android,20,7828,32,2,406
P09103,M00135,SEA,Android,66,3839,15,8,491
P08016,M00136,Europe,Console,68,7401,21,3,472
P03772,M00136,LatAm,Android,173,1505,7,9,324
P09040,M00136,India,iOS,94,3064,11,5,380
